Source,Target,Type
SCALE VENTURE PARTNERS,WALKME,directed
SCHNEIDER ELECTRIC,SENSE,directed
SCIENCE,PLAYVS,directed
SCIENCE,WEALTHFRONT,directed
SCOP VENTURE CAPITAL,PROCORE,directed
SCOTTISH ENTERPRISE,USERTESTING,directed
SCOUT VENTURES,SEEDINVEST,directed
SCRIBBLE VENTURES,DIGITS,directed
SECOCHA VENTURES,TRICA,directed
SECTION 32,EMBARK,directed
SEDGWICK CLAIMS MANAGEMENT SERVICES,EVOLUTIONIQ,directed
SEEDCAMP,GROVER,directed
SEEDCAMP,VIZ,directed
SEEDCAMP,SORARE,directed
SEEDCAMP,PLEO,directed
SEEDCAMP,REVOLUT,directed
SEEDINVEST,MISO ROBOTICS,directed
SEEDINVEST,BITPAY,directed
SEEDINVEST,FIREFLY AEROSPACE,directed
SEEDRS,REVOLUT,directed
SEEDS CAPITAL,CIALFO,directed
SENATOR INVESTMENT GROUP,GALAXY DIGITAL,directed
SENSETIME,WERIDE,directed
SEQUOIA CAPITAL,NVIDIA,directed
SEQUOIA CAPITAL,BLINKIT,directed
SEQUOIA CAPITAL,APPLE,directed
SEQUOIA CAPITAL,LAYERZERO LABS,directed
SEQUOIA CAPITAL,OKTA,directed
SEQUOIA CAPITAL,GRAFANA LABS,directed
SEQUOIA CAPITAL,DOCKER,directed
SEQUOIA CAPITAL,STANZA LIVING,directed
SEQUOIA CAPITAL,ZOMATO,directed
SEQUOIA CAPITAL,YOKOY,directed
SEQUOIA CAPITAL,CERTIK,directed
SEQUOIA CAPITAL,GOOGLE,directed
SEQUOIA CAPITAL,LILT,directed
SEQUOIA CAPITAL,ZILINGO,directed
SEQUOIA CAPITAL,AIRWALLEX,directed
SEQUOIA CAPITAL,ISLAND,directed
SEQUOIA CAPITAL,HUBSPOT,directed
SEQUOIA CAPITAL,ZOOM,directed
SEQUOIA CAPITAL,MONGODB,directed
SEQUOIA CAPITAL,STRIPE,directed
SEQUOIA CAPITAL,REBEL FOODS,directed
SEQUOIA CAPITAL,BIRD,directed
SEQUOIA CAPITAL,CLARI,directed
SEQUOIA CAPITAL,CAPITOLIS,directed
SEQUOIA CAPITAL,CLIPBOARD HEALTH,directed
SEQUOIA CAPITAL,NATERA,directed
SEQUOIA CAPITAL,NAZARA TECHNOLOGIES,directed
SEQUOIA CAPITAL,APOLLOIO,directed
SEQUOIA CAPITAL,COHESITY,directed
SEQUOIA CAPITAL,STREAMLIT,directed
SEQUOIA CAPITAL,STARKWARE INDUSTRIES,directed
SEQUOIA CAPITAL,THUMBTACK,directed
SEQUOIA CAPITAL,REC ROOM,directed
SEQUOIA CAPITAL,DOORDASH,directed
SEQUOIA CAPITAL,HOUZZ,directed
SEQUOIA CAPITAL,CYERA,directed
SEQUOIA CAPITAL,DATASTAX,directed
SEQUOIA CAPITAL,SECURITYSCORECARD,directed
SEQUOIA CAPITAL,MAVEN CLINIC,directed
SEQUOIA CAPITAL,MAGIC EDEN,directed
SEQUOIA CAPITAL,WATERSHED,directed
SEQUOIA CAPITAL,SNOWFLAKE,directed
SEQUOIA CAPITAL,SKIFF,directed
SEQUOIA CAPITAL,TRAVELOKA,directed
SEQUOIA CAPITAL,IQIYI,directed
SEQUOIA CAPITAL,WIZ,directed
SEQUOIA CAPITAL,ROBINHOOD,directed
SEQUOIA CAPITAL,CITIZEN,directed
SEQUOIA CAPITAL,ASCENDIO,directed
SEQUOIA CAPITAL,CARBON,directed
SEQUOIA CAPITAL,PRODUCTBOARD,directed
SEQUOIA CAPITAL,ETHOS,directed
SEQUOIA CAPITAL,PRACTO,directed
SEQUOIA CAPITAL,CAPTIVATEIQ,directed
SEQUOIA CAPITAL,AIRBNB,directed
SEQUOIA CAPITAL,CLEVER,directed
SEQUOIA CAPITAL,REMOTE,directed
SEQUOIA CAPITAL,UBER,directed
SEQUOIA CAPITAL,BINANCE,directed
SEQUOIA CAPITAL,BOLT,directed
SEQUOIA CAPITAL,PAYPAL,directed
SEQUOIA CAPITAL,CISCO,directed
SEQUOIA CAPITAL,YAHOO,directed
SEQUOIA CAPITAL,SERVICENOW,directed
SEQUOIA CAPITAL,LINKEDIN,directed
SEQUOIA CAPITAL,ELECTRONIC ARTS,directed
SEQUOIA CAPITAL,BYTEDANCE,directed
SEQUOIA CAPITAL,GIRNARSOFT,directed
SEQUOIA CAPITAL,PROTOCOL LABS,directed
SEQUOIA CAPITAL,ORACLE,directed
SEQUOIA CAPITAL,GREEN DOT,directed
SEQUOIA CAPITAL CHINA,SHEIN,directed
SEQUOIA CAPITAL CHINA,LAIYE,directed
SEQUOIA CAPITAL CHINA,AIRWALLEX,directed
SEQUOIA CAPITAL CHINA,DJI,directed
SEQUOIA CAPITAL CHINA,JD LOGISTICS,directed
SEQUOIA CAPITAL CHINA,NREAL,directed
SEQUOIA CAPITAL CHINA,PINDUODUO,directed
SEQUOIA CAPITAL CHINA,LIANLUO,directed
SEQUOIA CAPITAL CHINA,JDCOM,directed
SEQUOIA CAPITAL INDIA,BLINKIT,directed
SEQUOIA CAPITAL INDIA,POLYGON,directed
SEQUOIA CAPITAL INDIA,PINE LABS,directed
SEQUOIA CAPITAL INDIA,CLASSPLUS,directed
SEQUOIA CAPITAL INDIA,STANZA LIVING,directed
SEQUOIA CAPITAL INDIA,ZOMATO,directed
SEQUOIA CAPITAL INDIA,COINSWITCH KUBER,directed
SEQUOIA CAPITAL INDIA,URBANPIPER,directed
SEQUOIA CAPITAL INDIA,MOGLIX,directed
SEQUOIA CAPITAL INDIA,OYO,directed
SEQUOIA CAPITAL INDIA,ZILINGO,directed
SEQUOIA CAPITAL INDIA,RATTLE,directed
SEQUOIA CAPITAL INDIA,WHATFIX,directed
SEQUOIA CAPITAL INDIA,TRELL,directed
SEQUOIA CAPITAL INDIA,APNA,directed
SEQUOIA CAPITAL INDIA,REBEL FOODS,directed
SEQUOIA CAPITAL INDIA,LAMBDATEST,directed
SEQUOIA CAPITAL INDIA,MULTIPLIER,directed
SEQUOIA CAPITAL INDIA,LAST9,directed
SEQUOIA CAPITAL INDIA,QURE AI,directed
SEQUOIA CAPITAL INDIA,MOBIKWIK,directed
SEQUOIA CAPITAL INDIA,BOUNCE,directed
SEQUOIA CAPITAL INDIA,CAROUSELL,directed
SEQUOIA CAPITAL INDIA,INSIDER,directed
SEQUOIA CAPITAL INDIA,TABBY,directed
SEQUOIA CAPITAL INDIA,DIGIT INSURANCE,directed
SEQUOIA CAPITAL INDIA,OLA,directed
SEQUOIA CAPITAL INDIA,PURPLLE,directed
SEQUOIA CAPITAL INDIA,DRUVA,directed
SEQUOIA CAPITAL INDIA,SHIPPER,directed
SEQUOIA CAPITAL INDIA,NEAR,directed
SEQUOIA CAPITAL INDIA,FUNDING SOCIETIES,directed
SEQUOIA CAPITAL INDIA,MAMAEARTH,directed
SEQUOIA CAPITAL INDIA,PRACTO,directed
SEQUOIA CAPITAL INDIA,EMERITUS,directed
SEQUOIA CAPITAL INDIA,INNOVACCER,directed
SEQUOIA CAPITAL INDIA,RAZORPAY,directed
SEQUOIA CAPITAL INDIA,CREDAVENUE,directed
SERAPHIM CAPITAL,PIXXEL,directed
SERENA VENTURES,ESUSU FINANCIAL,directed
SERENA VENTURES,TONAL,directed
SERENA VENTURES,FIVEABLE,directed
SERVICENOW,GENESYS,directed
SERVICENOW,THOUGHTSPOT,directed
SEVIN ROSEN FUNDS,ELECTRONIC ARTS,directed
SFC CAPITAL,HOMEBOUND,directed
SGH CAPITAL,CROWDCUBE,directed
SHASTA VENTURES,ANAPLAN,directed
SHASTA VENTURES,TURO,directed
SHASTA VENTURES,LATTICE,directed
SHASTA VENTURES,TONAL,directed
SHASTA VENTURES,LAWVU,directed
SHAWN CARTER,PARTAKE FOODS,directed
SHELL FOUNDATION,AAVISHKAAR VENTURE CAPITAL,directed
SHERPA,HELLO ALICE,directed
SHOPIFY,PIPE,directed
SHOPIFY,FLEXPORT,directed
SHOPIFY,YOTPO,directed
SHRUG CAPITAL,SESO,directed
SHRUG CAPITAL,CHARTHOP,directed
SHUNWEI CAPITAL,RAPIDO,directed
SHUNWEI CAPITAL,NREAL,directed
SHUNWEI CAPITAL,IQIYI,directed
SIEMENS,CHARGEPOINT,directed
SIEMENS,NORTHVOLT,directed
SIEMENS,ALCHEMIST ACCELERATOR,directed
SIERRA VENTURES,ZIMPERIUM,directed
SIERRA VENTURES,SPECTRO CLOUD,directed
SIERRA VENTURES,CLIP,directed
SIERRA VENTURES,TREASURE DATA,directed
SIGNAL PEAK VENTURES,FILEVINE,directed
SIGNALFIRE,ZUME,directed
SIGNALFIRE,GRAMMARLY,directed
SIGNALFIRE,OSSO VR,directed
SIGNALFIRE,TWINGATE,directed
SIGNALFIRE,BUBBLE,directed
SILVER LAKE,GENIES,directed
SILVER LAKE,FANATICS,directed
SILVER LAKE,CLARI,directed
SILVER LAKE,GODADDY,directed
SILVER LAKE,RELIANCE RETAIL,directed
SILVER LAKE,SENSETIME,directed
SILVER LAKE,ITERABLE,directed
SILVER LAKE,MOTOROLA SOLUTIONS,directed
SILVER LAKE,TALEND,directed
SILVER LAKE,ZYNGA,directed
SILVER LAKE,FOURSQUARE,directed
SILVER LAKE,AIRBNB,directed
SILVER LAKE,ZUORA,directed
SILVER LAKE,GROUPON,directed
SILVER LAKE,DIDI,directed
SILVER LAKE,ALIBABA GROUP,directed
SILVER LAKE,WME,directed
SILVER LAKE,TAL EDUCATION GROUP,directed
SILVER LAKE,AMC THEATRES,directed
SILVER LAKE,SOFI,directed
SILVER LAKE,SPLUNK,directed
SILVER LAKE,RELIANCE JIO,directed
SINEWAVE VENTURES,SELECTOR,directed
SINGULAR,TINYBIRD,directed
SINGULAR,SHARES,directed
SIXTH STREET,CONCERTAI,directed
SIXTH STREET,NASUNI,directed
SIXTH STREET,MINDBODY,directed
SIXTH STREET,AMPLIENCE,directed
SIXTHIRTY,SILVERFORT,directed
SKY LAKE INVESTMENT,YANOLJA,directed
SKYSTAR CAPITAL,JULO,directed
SLACK,ELECTRIC,directed
SLOW VENTURES,ANGELLIST,directed
SLOW VENTURES,SOLANA,directed
SLOW VENTURES,OPENPHONE,directed
SLOW VENTURES,LIGHTNING LABS,directed
SLOW VENTURES,SHIPPO,directed
SLOW VENTURES,BIRCHBOX,directed
SLOW VENTURES,TILE,directed
SLOW VENTURES,PARALLEL FINANCE,directed
SLOW VENTURES,ROBINHOOD,directed
SLOW VENTURES,WEALTHFRONT,directed
SLOW VENTURES,CITIZEN,directed
SLOW VENTURES,EMBARK,directed
SLOW VENTURES,PANDORA,directed
SNOWFLAKE,HEX TECHNOLOGIES,directed
SOCIAL IMPACT CAPITAL,EMITWISE,directed
SODEXO,ZETA,directed
SOFI,PARTAKE FOODS,directed
SOFI,BLOCKFI,directed
SOFINA,TYPEFORM,directed
SOFINA,MAMAEARTH,directed
SOFTBANK,BLINKIT,directed
SOFTBANK,BAMBEE,directed
SOFTBANK,WEWORK,directed
SOFTBANK,EIGHT SLEEP,directed
SOFTBANK,OLA ELECTRIC,directed
SOFTBANK,OYO,directed
SOFTBANK,PLAYVS,directed
SOFTBANK,SWIGGY,directed
SOFTBANK,DARKTRACE,directed
SOFTBANK,ROCHE,directed
SOFTBANK,OFBUSINESS,directed
SOFTBANK,FAIR,directed
SOFTBANK,IDME,directed
SOFTBANK,ONEWEB,directed
SOFTBANK,BEAR ROBOTICS,directed
SOFTBANK,SORARE,directed
SOFTBANK,ZIMPERIUM,directed
SOFTBANK,ADA,directed
SOFTBANK,QUINTOANDAR,directed
SOFTBANK,OLA,directed
SOFTBANK,SHIPBOB,directed
SOFTBANK,SOLARISBANK,directed
SOFTBANK,ARCUS,directed
SOFTBANK,CLIP,directed
SOFTBANK,TREASURE DATA,directed
SOFTBANK,GRAB,directed
SOFTBANK,DIDI,directed
SOFTBANK,ALIBABA GROUP,directed
SOFTBANK,WME,directed
SOFTBANK,HIKE,directed
SOFTBANK,SOFI,directed
SOFTBANK CAPITAL,TECHSTARS,directed
SOFTBANK CAPITAL,SATELLOGIC,directed
SOFTBANK CAPITAL,ONEWEB,directed
SOFTBANK CAPITAL,EDCAST,directed
SOFTBANK CAPITAL,YAHOO,directed
SOFTBANK CAPITAL,NETEASE,directed
SOFTBANK CAPITAL,RENREN,directed
SOFTBANK LATIN AMERICA VENTURES,UNICO IDTECH,directed
SOFTBANK VISION FUND,NVIDIA,directed
SOFTBANK VISION FUND,DIGITAL CURRENCY GROUP,directed
SOFTBANK VISION FUND,ANDELA,directed
SOFTBANK VISION FUND,PAX8,directed
SOFTBANK VISION FUND,IMPROBABLE,directed
SOFTBANK VISION FUND,ZUME,directed
SOFTBANK VISION FUND,ZETA,directed
SOFTBANK VISION FUND,ROOFSTOCK,directed
SOFTBANK VISION FUND,CLEARCO,directed
SOFTBANK VISION FUND,CLARIFY HEALTH SOLUTIONS,directed
SOFTBANK VISION FUND,WHATFIX,directed
SOFTBANK VISION FUND,6SENSE,directed
SOFTBANK VISION FUND,ESUSU FINANCIAL,directed
SOFTBANK VISION FUND,PACASO,directed
SOFTBANK VISION FUND,OFBUSINESS,directed
SOFTBANK VISION FUND,FORTO,directed
SOFTBANK VISION FUND,GYMPASS,directed
SOFTBANK VISION FUND,SENDOSO,directed
SOFTBANK VISION FUND,FAIR,directed
SOFTBANK VISION FUND,COHESITY,directed
SOFTBANK VISION FUND,PANTHEON,directed
SOFTBANK VISION FUND,GO1,directed
SOFTBANK VISION FUND,VESTIAIRE COLLECTIVE,directed
SOFTBANK VISION FUND,DELHIVERY,directed
SOFTBANK VISION FUND,DOORDASH,directed
SOFTBANK VISION FUND,FABRIC,directed
SOFTBANK VISION FUND,ELASTICRUN,directed
SOFTBANK VISION FUND,REDIS,directed
SOFTBANK VISION FUND,APOLLO AGRICULTURE,directed
SOFTBANK VISION FUND,ICERTIS,directed
SOFTBANK VISION FUND,SHIPBOB,directed
SOFTBANK VISION FUND,VEHO,directed
SOFTBANK VISION FUND,EXTEND,directed
SOFTBANK VISION FUND,FUNDING SOCIETIES,directed
SOFTBANK VISION FUND,GOSTUDENT,directed
SOFTBANK VISION FUND,YANOLJA,directed
SOFTBANK VISION FUND,EMBARK,directed
SOFTBANK VISION FUND,FORWARD,directed
SOFTBANK VISION FUND,OBSERVEAI,directed
SOFTBANK VISION FUND,REVOLUT,directed
SOFTBANK VISION FUND,SAMBANOVA SYSTEMS,directed
SOFTBANK VISION FUND,NEURON23,directed
SOFTBANK VISION FUND,OURCROWD,directed
SOL GLOBAL INVESTMENTS,FYLLO,directed
SOMA CAPITAL,FASSET,directed
SOMA CAPITAL,BIOBOT ANALYTICS,directed
SOMA CAPITAL,GOTRADE,directed
SOMA CAPITAL,VOLOPAY,directed
SONY INNOVATION FUND,EXO,directed
SONY INNOVATION FUND,MEDFIN INDIA,directed
SOPRIS CAPITAL ASSOCIATES,LUCID,directed
SORENSON CAPITAL,COUCHBASE,directed
SOSV,THE EVERY COMPANY,directed
SOSV,INSTORIED,directed
SOSV,ROCKETSHIPVC,directed
SOUND VENTURES,CORONET,directed
SOURCE CODE CAPITAL,LI AUTO,directed
SOUTH PARK COMMONS,FORETHOUGHT,directed
SOUTH PARK COMMONS,MONEY VIEW,directed
SPARK CAPITAL,RAMP,directed
SPARK CAPITAL,LIQUIDITY,directed
SPARK CAPITAL,NIANTIC,directed
SPARK CAPITAL,TWITTER,directed
SPARK CAPITAL,COINBASE,directed
SPARK CAPITAL,ETORO,directed
SPARK CAPITAL,HANDSHAKE,directed
SPARK CAPITAL,ANDELA,directed
SPARK CAPITAL,SIFIVE,directed
SPARK CAPITAL,GRAMMARLY,directed
SPARK CAPITAL,CLARIFY HEALTH SOLUTIONS,directed
SPARK CAPITAL,CAPITOLIS,directed
SPARK CAPITAL,CLIPBOARD HEALTH,directed
SPARK CAPITAL,SONDER,directed
SPARK CAPITAL,OCULUS,directed
SPARK CAPITAL,SMARTRENT,directed
SPARK CAPITAL,TRAVELPERK,directed
SPARK CAPITAL,WEALTHFRONT,directed
SPARK CAPITAL,SIFT,directed
SPARK CAPITAL,HIVEMAPPER,directed
SPARK CAPITAL,CRUISE,directed
SPARK CAPITAL,JUSTWORKS,directed
SPARK CAPITAL,FOURSQUARE,directed
SPARK CAPITAL,FUNDERSCLUB,directed
SPARK CAPITAL,AFFIRM,directed
SPARK CAPITAL,SLACK,directed
SPARK CAPITAL,SCALE AI,directed
SPECTRUM EQUITY,OTA INSIGHT,directed
SPEEDINVEST,YOKOY,directed
SPEEDINVEST,KHAZNA,directed
SPEEDINVEST,BITPANDA,directed
SPEEDINVEST,OPEN,directed
SPEEDINVEST,WAYFLYER,directed
SPEEDINVEST,SONA,directed
SPEEDINVEST,PLEO,directed
SPEEDINVEST,GOSTUDENT,directed
SPLUNK,ACLIMA,directed
STAGE 2 CAPITAL,SALES IMPACT ACADEMY,directed
STAGEONE VENTURES,SILVERFORT,directed
STANDARD CHARTERED BANK,NORTHERN ARC,directed
STANDARD CRYPTO,AAVE,directed
STANFORD UNIVERSITY,EDCAST,directed
STANFORD UNIVERSITY,DEEPCELL,directed
STANFORD UNIVERSITY,STARTX STANFORDSTARTX FUND,directed
STARBOARD VALUE,GODADDY,directed
STARTUP WISE GUYS,MONTONIO,directed
STARTUP WISE GUYS,BOLT,directed
STARTUPBOOTCAMP,CREDPAL,directed
STARTX STANFORDSTARTX FUND,CLARIFY HEALTH SOLUTIONS,directed
STARTX STANFORDSTARTX FUND,EDCAST,directed
STARTX STANFORDSTARTX FUND,NEARPOD,directed
STATE STREET,PROXYMITY,directed
STEADVIEW CAPITAL,NYKAA,directed
STEADVIEW CAPITAL,MOENGAGE,directed
STEADVIEW CAPITAL,RBL BANK,directed
STELLAR DEVELOPMENT FOUNDATION,WYRE,directed
STELLAR DEVELOPMENT FOUNDATION,ABRA,directed
STELLARIS VENTURE PARTNERS,MFINE,directed
STELLARIS VENTURE PARTNERS,MAMAEARTH,directed
STEPSTONE GROUP,FILEVINE,directed
STIFEL FINANCIAL,VOYAGER,directed
STORM VENTURES,SENDOSO,directed
STREAMLINED VENTURES,FORGE,directed
STREAMLINED VENTURES,VOYAGER,directed
STREAMLINED VENTURES,UMBA,directed
STREAMLINED VENTURES,STILT,directed
STRIDE VENTURES,WIZ FREIGHT,directed
STRIPE,RAMP,directed
STRIPE,FAST,directed
STRIPE,TRUELAYER,directed
STRIPE,STELLAR DEVELOPMENT FOUNDATION,directed
STRIPES,ISLAND,directed
STRIPES,AXONIUS,directed
STRIPES,REMITLY,directed
STRIPES,MONDAYCOM,directed
STRIPES,FABRIC,directed
STRIPES,DATAIKU,directed
STRIPES,SPECTRO CLOUD,directed
STRIPES,BOOKMYSHOW,directed
STRIPES,PLEO,directed
STRIPES,UPWORK,directed
STRIPES,ORCA SECURITY,directed
STRIVE,RESHAMANDI,directed
STRUCK CAPITAL,RAPTOR MAPS,directed
SUMERU EQUITY PARTNERS,BEQOM,directed
SUMITOMO CORPORATION,GOGORO,directed
SUMITOMO CORPORATION,ADA,directed
SUMITOMO MITSUI BANKING CORPORATION,NORTHERN ARC,directed
SUMMIT PARTNERS,DARKTRACE,directed
SUMMIT PARTNERS,INFOR,directed
SUMMIT PARTNERS,AKENEO,directed
SUMMIT PARTNERS,SMARTSHEET,directed
SUMMIT PARTNERS,PODIUM,directed
SUMMIT PARTNERS,OPTIMOVE,directed
SUMMIT PARTNERS,BIGPOINT,directed
SUNFOX CAPITAL,GRIDX,directed
SUPERANGEL,MONTONIO,directed
SURGE,TRELL,directed
SURGE,LAMBDATEST,directed
SURGE,MULTIPLIER,directed
SURGE,LAST9,directed
SURGE,DYTE,directed
SURGE,ONECODE,directed
SURGE,MESH,directed
SURO CAPITAL,ONEVALLEY,directed
SURO CAPITAL,NEWLAKE CAPITAL PARTNERS,directed
SUSA VENTURES,FLOCK HOMES,directed
SUSA VENTURES,COTTAGE,directed
SUSQUEHANNA GROWTH EQUITY,HACKERRANK,directed
SUSQUEHANNA INTERNATIONAL GROUP SIG,VOYAGER INNOVATIONS,directed
SUSQUEHANNA INTERNATIONAL GROUP SIG,CIALFO,directed
SUTTER HILL VENTURES,SMARTSHEET,directed
SV ANGEL,TWITCH,directed
SV ANGEL,HACKERRANK,directed
SV ANGEL,SKIFF,directed
SV ANGEL,FORWARD,directed
SV ANGEL,ELASTIC,directed
SV ANGEL,HEAVYBIT,directed
SVB CAPITAL,TOMO,directed
SVB CAPITAL,HELLO ALICE,directed
SWICORP,ENDEAVOR,directed
SWIGGY,RAPIDO,directed
SWIGGY,URBANPIPER,directed
SWISSCOM VENTURES,YOKOY,directed
SWISSCOM VENTURES,BEQOM,directed
SYDNEY ANGELS,INSTACLUSTR,directed
SYMPHONYAI,CONCERTAI,directed
SYSTEMIQ,NAUTILUS LABS,directed
T ROWE PRICE,ATLASSIAN,directed
T ROWE PRICE,CHECKR,directed
T ROWE PRICE,EPIC GAMES,directed
T ROWE PRICE,GINKGO BIOWORKS,directed
T ROWE PRICE,MONGODB,directed
T ROWE PRICE,CONVOY,directed
T ROWE PRICE,SOCURE,directed
T ROWE PRICE,COUPA SOFTWARE,directed
T ROWE PRICE,TANIUM,directed
T ROWE PRICE,SQUARESPACE,directed
T ROWE PRICE,SERVICETITAN,directed
T ROWE PRICE,HOUZZ,directed
T ROWE PRICE,SWEETGREEN,directed
T ROWE PRICE,SECURITYSCORECARD,directed
T ROWE PRICE,PAGERDUTY,directed
T ROWE PRICE,CROSS RIVER,directed
T ROWE PRICE,UPWORK,directed
T ROWE PRICE,CLOUDERA,directed
T ROWE PRICE,RIVIAN,directed
T ROWE PRICE,WORKDAY,directed
T ROWE PRICE,GLASSDOOR,directed
TA ASSOCIATES,IFS,directed
TA ASSOCIATES,SOPHOS,directed
TA ASSOCIATES,K2,directed
TA ASSOCIATES,BIGPOINT,directed
TA VENTURES,WHATFIX,directed
TAL EDUCATION GROUP,VEDANTU,directed
TALLY CAPITAL,BLOCKCHAIN CAPITAL,directed
TAMARISC VENTURES,NORTHSPYRE,directed
TANK STREAM VENTURES,FIREFLY AEROSPACE,directed
TAO CAPITAL PARTNERS,TEMPERPACK,directed
TC TRADERSCLUB,2TM,directed
TCV,DATTO,directed
TCV,NETFLIX,directed
TCV,GENESYS,directed
TCV,GODADDY,directed
TCV,RAPID7,directed
TCV,ENVESTNET,directed
TCV,REDIS,directed
TCV,RENT THE RUNWAY,directed
TCV,XERO,directed
TCV,VECTRA,directed
TCV,TRULIOO,directed
TCV,ZILLOW,directed
TCV,REFORGE,directed
TCV,AVIATRIX,directed
TCV,ELECTRONIC ARTS,directed
TCV,RAZORPAY,directed
TCV,SPLUNK,directed
TCV,GREEN DOT,directed
TCV,RENREN,directed
TDK VENTURES,EXO,directed
TDK VENTURES,SPANIO,directed
TDR CAPITAL,GLOBALIZATION PARTNERS,directed
TEAM8,NOOGATA,directed
TEAM8,CYBERPION,directed
TEAMWORTHY VENTURES,QUIQ,directed
TECH COAST ANGELS,PROCORE,directed
TECH COAST ANGELS,MINDBODY,directed
TECH COAST ANGELS,ESPER,directed
TECH COAST ANGELS,TECH COAST ANGELS,directed
TECH COAST ANGELS,GREEN DOT,directed
TECHSTARS,TIVE,directed
TECHSTARS,TWILIO,directed
TECHSTARS,PIXXEL,directed
TECHSTARS,DIGITALOCEAN,directed
TECHSTARS,UBER,directed
TECHSTARS,ALLOY,directed
TECHSTARS,SLINGSHOT AEROSPACE,directed
TECHSTARS,REMITLY,directed
TECHSTARS,SMARTHOP,directed
TECHSTARS,JUMPCLOUD,directed
TECHSTARS,ARWEAVE,directed
TECHSTARS,VESTED FINANCE,directed
TECHSTARS,PREPLY,directed
TECHSTARS,ENRICHHER,directed
TECHSTARS,DAPIO,directed
TECHSTARS,VEHO,directed
TECHSTARS,CLASSPASS,directed
TECHSTARS,UPSIE,directed
TECHSTARS,ARENAIM,directed
TECHSTARS,GIG WAGE,directed
TECHSTARS,NAUTILUS LABS,directed
TECHSTARS,TRADELANES,directed
TECHSTARS ANYWHERE ACCELERATOR,ENRICHHER,directed
TECHSTARS HUB71,DAPIO,directed
TELEFONICA,BOX,directed
TELSTRA,BOX,directed
TELSTRA VENTURES,ZIMPERIUM,directed
TELSTRA VENTURES,NEAR,directed
TELSTRA VENTURES,AUTH0,directed
TEMASEK HOLDINGS,PINE LABS,directed
TEMASEK HOLDINGS,AMBER GROUP,directed
TEMASEK HOLDINGS,ZOMATO,directed
TEMASEK HOLDINGS,FORGE,directed
TEMASEK HOLDINGS,NIO,directed
TEMASEK HOLDINGS,OLA ELECTRIC,directed
TEMASEK HOLDINGS,IMPROBABLE,directed
TEMASEK HOLDINGS,NIUM,directed
TEMASEK HOLDINGS,LICIOUS,directed
TEMASEK HOLDINGS,ZILINGO,directed
TEMASEK HOLDINGS,ROBLOX,directed
TEMASEK HOLDINGS,SPARKCOGNITION,directed
TEMASEK HOLDINGS,THE EVERY COMPANY,directed
TEMASEK HOLDINGS,MEITUAN,directed
TEMASEK HOLDINGS,GOTO GROUP,directed
TEMASEK HOLDINGS,UPGRAD,directed
TEMASEK HOLDINGS,WARESIX,directed
TEMASEK HOLDINGS,TRUELAYER,directed
TEMASEK HOLDINGS,ADYEN,directed
TEMASEK HOLDINGS,BAYER,directed
TEMASEK HOLDINGS,FTX US,directed
TEMASEK HOLDINGS,UST,directed
TEMASEK HOLDINGS,GOGORO,directed
TEMASEK HOLDINGS,XIAOHONGSHU,directed
TEMASEK HOLDINGS,INFO EDGE,directed
TEMASEK HOLDINGS,SNAPDEAL,directed
TEMASEK HOLDINGS,FUNDING CIRCLE,directed
TEMASEK HOLDINGS,OPEN,directed
TEMASEK HOLDINGS,DOORDASH,directed
TEMASEK HOLDINGS,SENSETIME,directed
TEMASEK HOLDINGS,RENT THE RUNWAY,directed
TEMASEK HOLDINGS,SES,directed
TEMASEK HOLDINGS,OLA,directed
TEMASEK HOLDINGS,BLUEVOYANT,directed
TEMASEK HOLDINGS,HELIX,directed
TEMASEK HOLDINGS,CLASSPASS,directed
TEMASEK HOLDINGS,SHIPROCKET,directed
TEMASEK HOLDINGS,CARBON,directed
TEMASEK HOLDINGS,DUCK CREEK TECHNOLOGIES,directed
TEMASEK HOLDINGS,ORCA SECURITY,directed
TEMASEK HOLDINGS,FABRIC,directed
TEMASEK HOLDINGS,SAMBANOVA SYSTEMS,directed
TEMASEK HOLDINGS,TEAM8,directed
TEMASEK HOLDINGS,LEAPFROG INVESTMENTS,directed
TEMASEK HOLDINGS,PAYPAL,directed
TEMASEK HOLDINGS,FARFETCH,directed
TEMASEK HOLDINGS,ALIBABA GROUP,directed
TENAYA CAPITAL,CANOPY,directed
TENCENT,UBISOFT,directed
TENCENT,PHONEPE,directed
TENCENT,LYFT,directed
TENCENT,NIO,directed
TENCENT,OMNIPRESENT,directed
TENCENT,TESLA,directed
TENCENT,EPIC GAMES,directed
TENCENT,JEEVES,directed
TENCENT,RIOT GAMES,directed
TENCENT,AIRWALLEX,directed
TENCENT,SWIGGY,directed
TENCENT,FLIPKART,directed
TENCENT,LUNAR,directed
TENCENT,ROBLOX,directed
TENCENT,SATELLOGIC,directed
TENCENT,UBER,directed
TENCENT,MEITUAN,directed
TENCENT,GOTO GROUP,directed
TENCENT,JD LOGISTICS,directed
TENCENT,RAKUTEN,directed
TENCENT,TRUELAYER,directed
TENCENT,KRAFTON,directed
TENCENT,VOYAGER INNOVATIONS,directed
TENCENT,AFTERPAY,directed
TENCENT,CICC,directed
TENCENT,XIAOHONGSHU,directed
TENCENT,QONTO,directed
TENCENT,POCKET FM,directed
TENCENT,TILE,directed
TENCENT,QUINTOANDAR,directed
TENCENT,OLA,directed
TENCENT,GROWSARI,directed
TENCENT,SPOTIFY,directed
